accel_x_mean,accel_x_std,accel_y_mean,accel_y_std,accel_z_mean,accel_z_std,gyro_x_mean,gyro_x_std,gyro_y_mean,gyro_y_std,gyro_z_mean,gyro_z_std
1.4390038718894675,2.0387615499785863,-0.11501035382306143,2.385384648578131,8.963713667353877,1.5878266103199368,-0.15189348327647567,0.46556706067921166,-0.027963757056974455,0.19055772860715314,0.006025012769819278,0.2695118637464875
1.703934904597356,1.8937280353950545,0.1876685762845553,2.5390230593731653,9.148060374098558,2.1782251767794216,-0.020440746876703983,0.30048035448752325,-0.007512192259024326,0.16156451947560937,0.00416091412982795,0.23875734404896198
1.5194892920860874,2.3324195952182607,-0.07449650550255409,1.9388656460603382,9.365932725172776,2.0601520636564827,-0.06371527868261154,0.45825320543446896,-0.01894958183756615,0.2123889666906168,-0.007942631651765132,0.26480525031270297
0.459318380033053,3.0323144551737466,-0.4340871779221753,1.9526869482574258,9.535552704326921,2.636294634725685,-0.08186547307651616,0.34740718472832843,-0.053236129180766555,0.2082418393868013,0.0022956767612843923,0.2090258289825594
1.3692070955716646,2.2826527297120767,-0.7149454495943508,2.589673045029571,8.417184274996243,2.3780230568625913,-0.16850164942257645,0.2673480825144035,0.057099835158463924,0.23671153161290065,-0.1290652022019412,0.29444632726160075
1.6968443842961234,2.257088218954505,-0.7375061960073618,1.7015807721084124,8.467830848576472,1.720871609269848,-0.044248144718059386,0.22607809126177622,-0.03202674053131111,0.13931011565996693,-0.03846795858696838,0.25352697517007394
1.6244658264160152,2.4216683387016875,0.1227488774226262,1.8415121989127834,9.83805087561974,1.307548662064121,-0.19647508567224478,0.1908289126316756,-0.029249381592435803,0.14343068467799797,-0.06226510787135376,0.20314261553425217
0.8674376784104567,2.985087871272616,-0.27699071514423057,2.4925988409346984,10.05104273869441,2.145111873495749,-0.1501311110538164,0.28051012518497387,-0.09204741442623057,0.27480393061704217,-0.10943921560435377,0.29478010198932914
0.9696516723632812,1.2108187265498946,-0.48501000554011414,1.781060038714286,9.654618194580078,1.3493341118639741,-0.21227323624152994,0.26677686383458354,-0.020681587965499452,0.11021895680068769,-0.03695117215540549,0.2006189100098909
2.1362724736140324,2.3979768774027055,0.9272006352351261,2.0371052017014786,10.076181856126052,3.1269658568642367,-0.2661601487898927,0.30733489901975247,-0.05743803753847457,0.3454836500315111,0.06712804815362804,0.313830789268077
1.4698556499774638,2.296113224098693,-0.3521318134014422,2.2905385373931337,9.271177590238132,1.4680595561424388,-0.14361302882088392,0.32057380489230153,-0.05319001067440146,0.11628974189398886,0.06928536939581717,0.27478399074152476
0.6783878319373499,3.1256725669127894,-0.5941303504356972,2.7391733742205986,9.496692969689002,3.093174921661739,-0.12455583713513259,0.2845472893605741,-0.04135292737402889,0.2230826842875756,-0.052600718648625325,0.24645205611091262
0.5276452120267427,2.7272805060782206,-0.6121789475661057,1.7533856613385455,9.158465942852313,2.304753860729211,-0.12308004493144978,0.35139996704817045,0.031642419644935346,0.1539273795183476,-0.03321044886134838,0.30459743761064206
0.9132958486703727,2.6589890501459235,0.11086995380108172,2.5691625243019205,8.689294502140925,2.133963593520469,0.025851984956874335,0.25708464676747167,0.04170650258949455,0.18367454716522896,-0.12241388872839853,0.3034567162065046
1.9756767930250898,3.5490476404494973,0.0383993112417368,2.8494708809717078,9.327257159893328,2.5667910447103743,-0.23243727208004342,0.39563651726034615,-0.1363980447139902,0.2197586531088859,0.23829432238840953,0.2251570767172833
2.2795562345064604,2.8674265005365553,-0.6351080326960635,1.52962644542731,9.386835947359526,1.9750127618408866,-0.018780480647560823,0.3307103169682358,0.04052791853794231,0.18264306509860018,0.07894975861854561,0.2518319062353782
0.3024981712928185,4.193386937290132,-0.08996673161433298,2.2471820487980594,9.423946073091948,3.1289194225374946,-0.15525026526034116,0.4229298795531908,-0.12121993184139122,0.2607121461905803,0.050638119988866595,0.24025674683618894
0.5766342613807092,3.1453730301295355,0.6441323312612681,2.4550136100816484,10.483357286541276,2.5300995585094395,-0.12935216179710177,0.3288359048730916,-0.01396365887165163,0.18603479626978248,-0.014962893176228561,0.30615882109254394
1.7252985501802884,3.0098825188244853,0.42644414954552273,3.01292198598059,8.533395140193058,3.279317969233342,-0.3098292500391461,0.2840429150280618,-0.14668759591188982,0.3138898905514761,0.10890116636342774,0.20680923398369017
1.8865388235238878,2.592985569000729,-0.8963522676908053,3.112676571900459,8.123526232910155,2.8596632446048362,-0.05965685012248381,0.4123281179201044,0.05434809761201366,0.2562852832143094,-0.16944451666381827,0.28302693727602424
2.041885677396334,2.2738823498116894,0.43611304086538466,2.6238967802090674,9.374220346304087,2.6055689257003767,-0.18832235860259422,0.28931208970422206,0.08466845340781652,0.1962118870308363,-0.10971080236405927,0.2092284258186656
